,Name,Location,Magnitude,URL
286,"M 1.2 - 12 km WNW of Cedar City, Utah","12 km WNW of Cedar City, Utah",1.17,https://earthquake.usgs.gov/earthquakes/eventpage/uu80002558
747,"M 1.2 - 20 km E of Little Lake, CA","20 km E of Little Lake, CA",1.17,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834503
1392,"M 1.2 Quarry Blast - 2 km S of Mill Creek, Oklahoma","2 km S of Mill Creek, Oklahoma",1.17,https://earthquake.usgs.gov/earthquakes/eventpage/ok2025afjo
872,"M 1.2 - 3 km NE of Moreno Valley, CA","3 km NE of Moreno Valley, CA",1.16,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834343
1644,"M 1.2 - 9 km NW of The Geysers, CA","9 km NW of The Geysers, CA",1.16,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112261
99,"M 1.2 - 4 km SW of Anderson Springs, CA","4 km SW of Anderson Springs, CA",1.16,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114781
542,"M 1.2 - 23 km NE of Pine Valley, CA","23 km NE of Pine Valley, CA",1.16,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835271
248,"M 1.2 - 5 km SE of Pinnacles, CA","5 km SE of Pinnacles, CA",1.16,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114501
42,"M 1.2 - 11 km SE of Lima, Montana","11 km SE of Lima, Montana",1.15,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070603
284,"M 1.2 - 22 km SE of Challis, Idaho","22 km SE of Challis, Idaho",1.15,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070488
1671,"M 1.2 - 3 km ENE of Moreno Valley, CA","3 km ENE of Moreno Valley, CA",1.15,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832687
188,"M 1.2 Quarry Blast - 3 km ESE of Owasso, Oklahoma","3 km ESE of Owasso, Oklahoma",1.15,https://earthquake.usgs.gov/earthquakes/eventpage/ok2025aojq
1212,"M 1.2 - 10 km E of Toston, Montana","10 km E of Toston, Montana",1.15,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070143
920,"M 1.2 - 14 km S of Searles Valley, CA","14 km S of Searles Valley, CA",1.15,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834247
660,"M 1.1 - 11 km W of Skokomish, Washington","11 km W of Skokomish, Washington",1.1400000000000001,https://earthquake.usgs.gov/earthquakes/eventpage/uw62061577
935,"M 1.1 - 37 km W of Chignik Lake, Alaska","37 km W of Chignik Lake, Alaska",1.14,https://earthquake.usgs.gov/earthquakes/eventpage/av93445726
271,"M 1.1 - 5 km NW of The Geysers, CA","5 km NW of The Geysers, CA",1.14,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114451
351,"M 1.1 - 6 km NNE of Windsor, CA","6 km NNE of Windsor, CA",1.14,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114311
316,"M 1.1 - 8 km W of Drummond, Montana","8 km W of Drummond, Montana",1.14,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070483
1120,"M 1.1 - 16 km W of El Centro, CA","16 km W of El Centro, CA",1.14,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833959
345,"M 1.1 - 15 km SE of Waynoka, Oklahoma","15 km SE of Waynoka, Oklahoma",1.14,https://earthquake.usgs.gov/earthquakes/eventpage/ok2025anav
1303,"M 1.1 - 1 km E of The Geysers, CA","1 km E of The Geysers, CA",1.14,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112741
260,"M 1.1 - 7 km NNW of The Geysers, CA","7 km NNW of The Geysers, CA",1.14,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114471
486,"M 1.1 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",1.14,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114021
67,"M 1.1 - 10 km SE of Lima, Montana","10 km SE of Lima, Montana",1.14,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070573
1472,"M 1.1 - 2 km NW of The Geysers, CA","2 km NW of The Geysers, CA",1.13,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112466
401,"M 1.1 - 8 km N of Anza, CA","8 km N of Anza, CA",1.13,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835671
309,"M 1.1 - 6 km WNW of Cobb, CA","6 km WNW of Cobb, CA",1.12,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114391
991,"M 1.1 - 3 km NW of Cobb, CA","3 km NW of Cobb, CA",1.12,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113136
1696,"M 1.1 - 11 km NNE of Nuevo, CA","11 km NNE of Nuevo, CA",1.12,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832535
1223,"M 1.1 - 19 km ESE of Anza, CA","19 km ESE of Anza, CA",1.12,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833743
948,"M 1.1 - 13 km NW of The Geysers, CA","13 km NW of The Geysers, CA",1.12,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113241
1316,"M 1.1 - 3 km NE of The Geysers, CA","3 km NE of The Geysers, CA",1.12,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112721
786,"M 1.1 - 8 km WNW of Cobb, CA","8 km WNW of Cobb, CA",1.11,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113506
1067,"M 1.1 - 56 km SW of Lima, Montana","56 km SW of Lima, Montana",1.11,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070408
1209,"M 1.1 - 12 km SE of Middletown, CA","12 km SE of Middletown, CA",1.11,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112856
1322,"M 1.1 - 22 km NE of Pine Valley, CA","22 km NE of Pine Valley, CA",1.11,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833607
758,"M 1.1 - 6 km WNW of Cobb, CA","6 km WNW of Cobb, CA",1.11,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113551
1707,"M 1.1 - 6 km NNW of The Geysers, CA","6 km NNW of The Geysers, CA",1.11,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112156
329,"M 1.1 - 6 km WNW of Cobb, CA","6 km WNW of Cobb, CA",1.11,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114346
1521,"M 1.1 - 6 km WNW of Borrego Springs, CA","6 km WNW of Borrego Springs, CA",1.11,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832967
1724,"M 1.1 - 5 km NW of Cobb, CA","5 km NW of Cobb, CA",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112126
171,"M 1.1 - 37 km SSE of Goldfield, Nevada","37 km SSE of Goldfield, Nevada",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891618
16,"M 1.1 - 10 km SE of Lima, Montana","10 km SE of Lima, Montana",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070643
1234,"M 1.1 - 24 km NNE of Yerington, Nevada","24 km NNE of Yerington, Nevada",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891385
642,"M 1.1 - 7 km NNW of The Geysers, CA","7 km NNW of The Geysers, CA",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113811
289,"M 1.1 - 16 km NE of Yerington, Nevada","16 km NE of Yerington, Nevada",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891585
585,"M 1.1 - 36 km SSE of Goldfield, Nevada","36 km SSE of Goldfield, Nevada",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891505
70,"M 1.1 - 18 km NE of Yerington, Nevada","18 km NE of Yerington, Nevada",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891634
1196,"M 1.1 - 4 km S of Salcha, Alaska","4 km S of Salcha, Alaska",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256vurks
40,"M 1.1 - 15 km NE of Yerington, Nevada","15 km NE of Yerington, Nevada",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891638
1219,"M 1.1 - 16 km NE of Yerington, Nevada","16 km NE of Yerington, Nevada",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891390
1479,"M 1.1 - 39 km NNW of Ester, Alaska","39 km NNW of Ester, Alaska",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/ak02556ym46
472,"M 1.1 - 16 km NE of Yerington, Nevada","16 km NE of Yerington, Nevada",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891520
873,"M 1.1 - 3 km NW of The Geysers, CA","3 km NW of The Geysers, CA",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113391
167,"M 1.1 - 14 km ESE of Midland, Texas","14 km ESE of Midland, Texas",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025aomk
1561,"M 1.1 - 13 km NNW of Sand Springs, Texas","13 km NNW of Sand Springs, Texas",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025aefr
103,"M 1.1 - 20 km NW of Schurz, Nevada","20 km NW of Schurz, Nevada",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891630
1088,"M 1.1 - 20 km NE of Yerington, Nevada","20 km NE of Yerington, Nevada",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891406
1712,"M 1.1 - 4 km WNW of Cobb, CA","4 km WNW of Cobb, CA",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112136
771,"M 1.1 - 31 km SSW of Los Ybanez, Texas","31 km SSW of Los Ybanez, Texas",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025ajxr
1387,"M 1.1 - 6 km SE of Ackerly, Texas","6 km SE of Ackerly, Texas",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025afkf
1453,"M 1.1 - 7 km NW of The Geysers, CA","7 km NW of The Geysers, CA",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112511
1605,"M 1.1 - 43 km NW of Nikiski, Alaska","43 km NW of Nikiski, Alaska",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/ak02550mlhw
877,"M 1.1 - 33 km WSW of Ackerly, Texas","33 km WSW of Ackerly, Texas",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025ajid
1654,"M 1.1 - 12 km E of Cloverdale, CA","12 km E of Cloverdale, CA",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112256
33,"M 1.1 - 23 km NNW of Westbrook, Texas","23 km NNW of Westbrook, Texas",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025aptn
37,"M 1.1 - 15 km NE of Yerington, Nevada","15 km NE of Yerington, Nevada",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891641
826,"M 1.1 - 24 km NNE of Yerington, Nevada","24 km NNE of Yerington, Nevada",1.1,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891463
224,"M 1.1 - 4 km WNW of Borrego Springs, CA","4 km WNW of Borrego Springs, CA",1.09,https://earthquake.usgs.gov/earthquakes/eventpage/ci40836047
1262,"M 1.1 - 6 km NNW of The Geysers, CA","6 km NNW of The Geysers, CA",1.09,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112786
1151,"M 1.1 - 11 km SE of Ocotillo Wells, CA","11 km SE of Ocotillo Wells, CA",1.09,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833887
1374,"M 1.1 - 5 km NNW of The Geysers, CA","5 km NNW of The Geysers, CA",1.09,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112656
654,"M 1.1 - 26 km NE of Thermal, CA","26 km NE of Thermal, CA",1.09,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834991
652,"M 1.1 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",1.09,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113801
1619,"M 1.1 - 22 km NE of Thermal, CA","22 km NE of Thermal, CA",1.09,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832799
1744,"M 1.1 - 5 km ENE of Government Camp, Oregon","5 km ENE of Government Camp, Oregon",1.08,https://earthquake.usgs.gov/earthquakes/eventpage/uw62069531
1332,"M 1.1 - 2 km N of The Geysers, CA","2 km N of The Geysers, CA",1.08,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112716
452,"M 1.1 - 13 km NNE of Cabazon, CA","13 km NNE of Cabazon, CA",1.08,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835423
662,"M 1.1 - 26 km ENE of Thermal, CA","26 km ENE of Thermal, CA",1.08,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834927
871,"M 1.1 - 7 km NNW of The Geysers, CA","7 km NNW of The Geysers, CA",1.08,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113396
659,"M 1.1 Quarry Blast - 6 km WSW of Pala, CA","6 km WSW of Pala, CA",1.08,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834951
770,"M 1.1 - 2 km N of The Geysers, CA","2 km N of The Geysers, CA",1.08,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113526
936,"M 1.1 - 35 km SE of West Yellowstone, Montana","35 km SE of West Yellowstone, Montana",1.08,https://earthquake.usgs.gov/earthquakes/eventpage/uu80099266
959,"M 1.1 - 2 km NNW of The Geysers, CA","2 km NNW of The Geysers, CA",1.08,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113216
537,"M 1.1 - 23 km NE of Pine Valley, CA","23 km NE of Pine Valley, CA",1.08,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835287
563,"M 1.1 - 38 km W of Nikiski, Alaska","38 km W of Nikiski, Alaska",1.08,https://earthquake.usgs.gov/earthquakes/eventpage/av93447106
1628,"M 1.1 - 22 km NE of Thermal, CA","22 km NE of Thermal, CA",1.08,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832775
1008,"M 1.1 - 2 km ENE of The Geysers, CA","2 km ENE of The Geysers, CA",1.08,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113101
760,"M 1.1 - 19 km E of Leadore, Idaho","19 km E of Leadore, Idaho",1.08,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070198
1152,"M 1.1 - 5 km WNW of Cobb, CA","5 km WNW of Cobb, CA",1.08,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112926
1555,"M 1.1 - 22 km NE of Thermal, CA","22 km NE of Thermal, CA",1.08,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832911
940,"M 1.1 - 15 km W of Johannesburg, CA","15 km W of Johannesburg, CA",1.07,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834199
1461,"M 1.1 - 14 km W of El Centro, CA","14 km W of El Centro, CA",1.07,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833127
1167,"M 1.1 - 5 km NW of The Geysers, CA","5 km NW of The Geysers, CA",1.07,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112906
734,"M 1.1 - 7 km NW of The Geysers, CA","7 km NW of The Geysers, CA",1.07,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113576
993,"M 1.1 - 7 km NW of The Geysers, CA","7 km NW of The Geysers, CA",1.07,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113126
1723,"M 1.1 - 4 km WNW of The Geysers, CA","4 km WNW of The Geysers, CA",1.07,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112131
893,"M 1.1 - 7 km NW of The Geysers, CA","7 km NW of The Geysers, CA",1.07,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113351
1686,"M 1.1 - 8 km WNW of Cobb, CA","8 km WNW of Cobb, CA",1.07,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112196
230,"M 1.1 - 13 km ENE of Ridgecrest, CA","13 km ENE of Ridgecrest, CA",1.07,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835999
1602,"M 1.1 - 7 km NW of The Geysers, CA","7 km NW of The Geysers, CA",1.07,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112301
245,"M 1.1 - 9 km ENE of Orcutt, CA","9 km ENE of Orcutt, CA",1.07,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835911
687,"M 1.1 - 46 km ESE of West Yellowstone, Montana","46 km ESE of West Yellowstone, Montana",1.07,https://earthquake.usgs.gov/earthquakes/eventpage/uu80099301
595,"M 1.1 - 13 km E of Cloverdale, CA","13 km E of Cloverdale, CA",1.07,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113881
1074,"M 1.1 - 6 km NNE of Borrego Springs, CA","6 km NNE of Borrego Springs, CA",1.07,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834047
739,"M 1.1 - 1 km NE of Mullan, Idaho","1 km NE of Mullan, Idaho",1.07,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070418
496,"M 1.1 - 23 km NE of Pine Valley, CA","23 km NE of Pine Valley, CA",1.07,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835319
943,"M 1.1 - 15 km S of Salton City, CA","15 km S of Salton City, CA",1.06,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834191
149,"M 1.1 - 5 km NNW of The Geysers, CA","5 km NNW of The Geysers, CA",1.06,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114681
1368,"M 1.1 - 21 km ESE of Bodfish, CA","21 km ESE of Bodfish, CA",1.06,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833511
708,"M 1.1 - 5 km NW of The Geysers, CA","5 km NW of The Geysers, CA",1.06,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113651
451,"M 1.1 - 26 km W of Chignik Lake, Alaska","26 km W of Chignik Lake, Alaska",1.06,https://earthquake.usgs.gov/earthquakes/eventpage/av93447496
68,"M 1.1 - 25 km SW of Ocotillo Wells, CA","25 km SW of Ocotillo Wells, CA",1.06,https://earthquake.usgs.gov/earthquakes/eventpage/ci40836415
1667,"M 1.1 - 11 km W of El Centro, CA","11 km W of El Centro, CA",1.05,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832703
833,"M 1.1 - 1 km NNW of The Geysers, CA","1 km NNW of The Geysers, CA",1.05,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113431
1389,"M 1.1 - 10 km NNW of The Geysers, CA","10 km NNW of The Geysers, CA",1.05,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112626
310,"M 1.1 - 6 km WNW of Cobb, CA","6 km WNW of Cobb, CA",1.05,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114386
488,"M 1.1 - 2 km S of Alberton, Montana","2 km S of Alberton, Montana",1.05,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070368
772,"M 1.1 - 2 km  of The Geysers, CA","2 km  of The Geysers, CA",1.05,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113521
364,"M 1.0 - 2 km N of The Geysers, CA","2 km N of The Geysers, CA",1.04,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114296
1112,"M 1.0 - 4 km NW of Cobb, CA","4 km NW of Cobb, CA",1.04,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112966
34,"M 1.0 - 23 km NE of Pine Valley, CA","23 km NE of Pine Valley, CA",1.04,https://earthquake.usgs.gov/earthquakes/eventpage/ci40836463
1666,"M 1.0 - 6 km WNW of Cobb, CA","6 km WNW of Cobb, CA",1.04,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112226
1308,"M 1.0 - 21 km ESE of Bodfish, CA","21 km ESE of Bodfish, CA",1.04,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833639
521,"M 1.0 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",1.04,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113981
491,"M 1.0 - 23 km NE of Pine Valley, CA","23 km NE of Pine Valley, CA",1.04,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835335
505,"M 1.0 - 7 km NE of Moreno Valley, CA","7 km NE of Moreno Valley, CA",1.04,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835311
976,"M 1.0 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",1.03,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113166
1140,"M 1.0 - 7 km NW of The Geysers, CA","7 km NW of The Geysers, CA",1.03,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112951
946,"M 1.0 - 2 km SE of Borrego Springs, CA","2 km SE of Borrego Springs, CA",1.03,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834167
100,"M 1.0 - 10 km NW of The Geysers, CA","10 km NW of The Geysers, CA",1.03,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114776
92,"M 1.0 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",1.03,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114801
1158,"M 1.0 - 16 km W of El Centro, CA","16 km W of El Centro, CA",1.03,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833871
1104,"M 1.0 - 25 km W of Coso Junction, CA","25 km W of Coso Junction, CA",1.02,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833983
446,"M 1.0 - 2 km NNW of The Geysers, CA","2 km NNW of The Geysers, CA",1.02,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114096
670,"M 1.0 Explosion - 2 km W of Kapowsin, Washington","2 km W of Kapowsin, Washington",1.02,https://earthquake.usgs.gov/earthquakes/eventpage/uw62061572
66,"M 1.0 - 10 km SE of Lima, Montana","10 km SE of Lima, Montana",1.02,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070578
1510,"M 1.0 - 7 km WNW of Cobb, CA","7 km WNW of Cobb, CA",1.02,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112411
610,"M 1.0 - 18 km E of Finley Point, Montana","18 km E of Finley Point, Montana",1.02,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070283
1570,"M 1.0 - 23 km NW of Forks, Washington","23 km NW of Forks, Washington",1.02,https://earthquake.usgs.gov/earthquakes/eventpage/uw62069576
504,"M 1.0 - 7 km NNW of The Geysers, CA","7 km NNW of The Geysers, CA",1.01,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114001
48,"M 1.0 - 10 km SE of Lima, Montana","10 km SE of Lima, Montana",1.01,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070593
565,"M 1.0 - 23 km NE of Pine Valley, CA","23 km NE of Pine Valley, CA",1.01,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835215
1502,"M 1.0 - 37 km SSE of Goldfield, Nevada","37 km SSE of Goldfield, Nevada",1.0,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891321
453,"M 1.0 - 23 km NNE of Yerington, Nevada","23 km NNE of Yerington, Nevada",1.0,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891528
1568,"M 1.0 - 2 km WNW of Topaz Lake, Nevada","2 km WNW of Topaz Lake, Nevada",1.0,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891333
1135,"M 1.0 - 16 km NE of Yerington, Nevada","16 km NE of Yerington, Nevada",1.0,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891405
1171,"M 1.0 - 15 km NE of Yerington, Nevada","15 km NE of Yerington, Nevada",1.0,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891423
995,"M 1.0 - 64 km WNW of Beluga, Alaska","64 km WNW of Beluga, Alaska",1.0,https://earthquake.usgs.gov/earthquakes/eventpage/ak0258idbpl
