,Name,Location,Magnitude,URL
473,"M 1.4 - 10 km SSE of Forsan, Texas","10 km SSE of Forsan, Texas",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025alzs
1585,"M 1.4 - 15 km SSW of Kingvale, California","15 km SSW of Kingvale, California",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891305
1594,"M 1.4 - 21 km NNE of Yerington, Nevada","21 km NNE of Yerington, Nevada",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891301
1496,"M 1.4 - 36 km SSE of Goldfield, Nevada","36 km SSE of Goldfield, Nevada",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891323
1542,"M 1.4 - 2 km SSW of Elmendorf Air Force Base, Alaska","2 km SSW of Elmendorf Air Force Base, Alaska",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/ak02553z89g
1491,"M 1.4 - 37 km SSE of Goldfield, Nevada","37 km SSE of Goldfield, Nevada",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891326
1313,"M 1.4 - 2 km ENE of Manhattan Beach, CA","2 km ENE of Manhattan Beach, CA",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833623
899,"M 1.4 - 10 km ENE of Fox, Alaska","10 km ENE of Fox, Alaska",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/ak0259x8zb3
870,"M 1.4 - 11 km SSE of Forsan, Texas","11 km SSE of Forsan, Texas",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025ajiv
1608,"M 1.4 - 39 km S of Goldfield, Nevada","39 km S of Goldfield, Nevada",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891290
1672,"M 1.4 - 5 km NNW of Knik-Fairview, Alaska","5 km NNW of Knik-Fairview, Alaska",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/ak0253otega
308,"M 1.4 - 12 km SSW of Furnace Creek, California","12 km SSW of Furnace Creek, California",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891579
730,"M 1.4 - 18 km NW of Tehachapi, CA","18 km NW of Tehachapi, CA",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834599
218,"M 1.4 - 51 km SSW of Skwentna, Alaska","51 km SSW of Skwentna, Alaska",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/ak025diige2
1241,"M 1.4 - 11 km ESE of Smith, Nevada","11 km ESE of Smith, Nevada",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891392
1237,"M 1.4 - 17 km N of Stanton, Texas","17 km N of Stanton, Texas",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025agkw
303,"M 1.4 - 14 km E of Stanton, Texas","14 km E of Stanton, Texas",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025ankr
199,"M 1.4 - 33 km W of Happy Valley, Alaska","33 km W of Happy Valley, Alaska",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/ak025djxevt
918,"M 1.4 - 33 km WNW of Susitna, Alaska","33 km WNW of Susitna, Alaska",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/ak0258mxvjb
435,"M 1.4 - 18 km NW of Schurz, Nevada","18 km NW of Schurz, Nevada",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891534
691,"M 1.4 - 14 km WNW of Calipatria, CA","14 km WNW of Calipatria, CA",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834767
564,"M 1.4 - 27 km S of Alamo, Nevada","27 km S of Alamo, Nevada",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891507
1056,"M 1.4 - 26 km SSE of Mina, Nevada","26 km SSE of Mina, Nevada",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891414
1447,"M 1.4 - 38 km SSE of Goldfield, Nevada","38 km SSE of Goldfield, Nevada",1.4,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891341
64,"M 1.4 - 3 km NE of Ripley, Oklahoma","3 km NE of Ripley, Oklahoma",1.39,https://earthquake.usgs.gov/earthquakes/eventpage/ok2025apjw
1150,"M 1.4 - 12 km NNE of Indio, CA","12 km NNE of Indio, CA",1.39,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833895
577,"M 1.4 - 5 km WSW of San Francisco Zoo, CA","5 km WSW of San Francisco Zoo, CA",1.39,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113901
213,"M 1.4 - 46 km SSE of Mammoth, Wyoming","46 km SSE of Mammoth, Wyoming",1.39,https://earthquake.usgs.gov/earthquakes/eventpage/uu80002563
574,"M 1.4 - 5 km SE of Running Springs, CA","5 km SE of Running Springs, CA",1.38,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835191
393,"M 1.4 - 50 km SW of Unalaska, Alaska","50 km SW of Unalaska, Alaska",1.38,https://earthquake.usgs.gov/earthquakes/eventpage/av93447841
373,"M 1.4 - 11 km SE of Lima, Montana","11 km SE of Lima, Montana",1.38,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070463
183,"M 1.4 - 10 km SW of Gonzales, CA","10 km SW of Gonzales, CA",1.37,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114631
705,"M 1.4 - 14 km WNW of Calipatria, CA","14 km WNW of Calipatria, CA",1.37,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834727
471,"M 1.4 - 8 km W of Calipatria, CA","8 km W of Calipatria, CA",1.37,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835367
1624,"M 1.4 - 9 km WNW of Port Hadlock-Irondale, Washington","9 km WNW of Port Hadlock-Irondale, Washington",1.37,https://earthquake.usgs.gov/earthquakes/eventpage/uw62069571
559,"M 1.4 - 2 km NNW of The Geysers, CA","2 km NNW of The Geysers, CA",1.37,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113926
1182,"M 1.4 - 39 km WSW of Augusta, Montana","39 km WSW of Augusta, Montana",1.36,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070223
75,"M 1.4 - 22 km WNW of South Glastonbury, Montana","22 km WNW of South Glastonbury, Montana",1.36,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070568
162,"M 1.4 Quarry Blast - 28 km S of Ennis, Montana","28 km S of Ennis, Montana",1.36,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070533
1260,"M 1.4 - 20 km ESE of Little Lake, CA","20 km ESE of Little Lake, CA",1.36,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833703
1431,"M 1.4 Quarry Blast - 5 km E of Butte, Montana","5 km E of Butte, Montana",1.36,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070103
1445,"M 1.4 Quarry Blast - 1 km SSE of South Hills, Montana","1 km SSE of South Hills, Montana",1.35,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070133
714,"M 1.3 - 3 km E of The Geysers, CA","3 km E of The Geysers, CA",1.34,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113621
222,"M 1.3 - 5 km NW of The Geysers, CA","5 km NW of The Geysers, CA",1.34,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114551
1656,"M 1.3 - 2 km WNW of Kenilworth, Utah","2 km WNW of Kenilworth, Utah",1.34,https://earthquake.usgs.gov/earthquakes/eventpage/uu80099106
296,"M 1.3 - 7 km WSW of Port Hadlock-Irondale, Washington","7 km WSW of Port Hadlock-Irondale, Washington",1.34,https://earthquake.usgs.gov/earthquakes/eventpage/uw62061777
894,"M 1.3 Quarry Blast - 5 km NNW of Boron, CA","5 km NNW of Boron, CA",1.34,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834303
323,"M 1.3 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",1.34,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114366
800,"M 1.3 - 6 km NW of The Geysers, CA","6 km NW of The Geysers, CA",1.33,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113486
126,"M 1.3 - 10 km NW of Friday Harbor, Washington","10 km NW of Friday Harbor, Washington",1.33,https://earthquake.usgs.gov/earthquakes/eventpage/uw62061872
675,"M 1.3 - 2 km NW of The Geysers, CA","2 km NW of The Geysers, CA",1.33,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113721
134,"M 1.3 - 1 km NE of The Geysers, CA","1 km NE of The Geysers, CA",1.33,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114731
238,"M 1.3 - 11 km SW of Gonzales, CA","11 km SW of Gonzales, CA",1.33,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114506
318,"M 1.3 - 7 km N of Moreno Valley, CA","7 km N of Moreno Valley, CA",1.33,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835847
1130,"M 1.3 - 7 km NW of The Geysers, CA","7 km NW of The Geysers, CA",1.32,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112956
874,"M 1.3 - 3 km NW of The Geysers, CA","3 km NW of The Geysers, CA",1.32,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113386
681,"M 1.3 - 5 km SE of Pinnacles, CA","5 km SE of Pinnacles, CA",1.32,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113701
413,"M 1.3 - 10 km NW of The Geysers, CA","10 km NW of The Geysers, CA",1.32,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114201
387,"M 1.3 - 14 km N of Cabazon, CA","14 km N of Cabazon, CA",1.32,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835743
492,"M 1.3 - 2 km NW of The Geysers, CA","2 km NW of The Geysers, CA",1.32,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114016
901,"M 1.3 - 10 km NE of Julian, CA","10 km NE of Julian, CA",1.31,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834287
404,"M 1.3 - 11 km SSW of Valle Vista, CA","11 km SSW of Valle Vista, CA",1.31,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835639
7,"M 1.3 Quarry Blast - 6 km SSE of Oilton, Oklahoma","6 km SSE of Oilton, Oklahoma",1.31,https://earthquake.usgs.gov/earthquakes/eventpage/ok2025apxu
419,"M 1.3 - 67 km WNW of Beluga, Alaska","67 km WNW of Beluga, Alaska",1.31,https://earthquake.usgs.gov/earthquakes/eventpage/av93447706
282,"M 1.3 - 12 km WNW of Cedar City, Utah","12 km WNW of Cedar City, Utah",1.31,https://earthquake.usgs.gov/earthquakes/eventpage/uu80002553
797,"M 1.3 - 2 km N of San Pedro, CA","2 km N of San Pedro, CA",1.31,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834431
775,"M 1.3 - 0 km SW of Irvine, CA","0 km SW of Irvine, CA",1.31,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834455
1705,"M 1.3 - 24 km E of Tanana, Alaska","24 km E of Tanana, Alaska",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/ak0253n5u2q
846,"M 1.3 - 22 km SE of Chickaloon, Alaska","22 km SE of Chickaloon, Alaska",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/ak0259z7z1u
520,"M 1.3 - 25 km S of Westbrook, Texas","25 km S of Westbrook, Texas",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025alqg
201,"M 1.3 - 33 km WSW of Ackerly, Texas","33 km WSW of Ackerly, Texas",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025aoha
1614,"M 1.3 - 36 km SSE of Goldfield, Nevada","36 km SSE of Goldfield, Nevada",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891286
591,"M 1.3 - 20 km SSE of Stanton, Texas","20 km SSE of Stanton, Texas",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025alfn
768,"M 1.3 - 32 km SSW of Los Ybanez, Texas","32 km SSW of Los Ybanez, Texas",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025ajxy
52,"M 1.3 - 4 km SE of Brawley, CA","4 km SE of Brawley, CA",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/ci40836439
459,"M 1.3 - 19 km NW of Schurz, Nevada","19 km NW of Schurz, Nevada",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891524
1553,"M 1.3 - 35 km SSE of Midland, Texas","35 km SSE of Midland, Texas",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025aehl
485,"M 1.3 - 21 km NE of Yerington, Nevada","21 km NE of Yerington, Nevada",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891516
1180,"M 1.3 - 11 km ESE of Smith, Nevada","11 km ESE of Smith, Nevada",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891420
1664,"M 1.3 - 55 km S of Whites City, New Mexico","55 km S of Whites City, New Mexico",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025adqo
1321,"M 1.3 - 19 km NNE of Yerington, Nevada","19 km NNE of Yerington, Nevada",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891391
1235,"M 1.3 - 29 km SE of Mina, Nevada","29 km SE of Mina, Nevada",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891384
774,"M 1.3 - 11 km W of Forsan, Texas","11 km W of Forsan, Texas",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025ajwy
178,"M 1.3 - 38 km SSE of Goldfield, Nevada","38 km SSE of Goldfield, Nevada",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891613
1574,"M 1.3 - 21 km NW of Stanton, Texas","21 km NW of Stanton, Texas",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025aedm
529,"M 1.3 - 18 km NE of Yerington, Nevada","18 km NE of Yerington, Nevada",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891570
1176,"M 1.3 - 15 km NE of Yerington, Nevada","15 km NE of Yerington, Nevada",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891393
212,"M 1.3 - 12 km SSW of Salton City, CA","12 km SSW of Salton City, CA",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/ci40836095
475,"M 1.3 - 20 km NNE of Yerington, Nevada","20 km NNE of Yerington, Nevada",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891519
810,"M 1.3 - 9 km ESE of Eielson Air Force Base, Alaska","9 km ESE of Eielson Air Force Base, Alaska",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/ak025a0z8iq
1205,"M 1.3 - 20 km N of Four Mile Road, Alaska","20 km N of Four Mile Road, Alaska",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256v72b9
1577,"M 1.3 - 19 km ENE of Willow, Alaska","19 km ENE of Willow, Alaska",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/ak02551xpst
829,"M 1.3 - 29 km WSW of Salcha, Alaska","29 km WSW of Salcha, Alaska",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/ak0259zrmdl
712,"M 1.3 - 18 km NE of Milford, Utah","18 km NE of Milford, Utah",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/uu80099296
864,"M 1.3 - 20 km NNE of Yerington, Nevada","20 km NNE of Yerington, Nevada",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891456
69,"M 1.3 - 23 km NNE of Coahoma, Texas","23 km NNE of Coahoma, Texas",1.3,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025apiq
798,"M 1.3 - 9 km NW of The Geysers, CA","9 km NW of The Geysers, CA",1.29,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113491
1721,"M 1.3 - 15 km SW of Searles Valley, CA","15 km SW of Searles Valley, CA",1.29,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832479
115,"M 1.3 - 8 km NNE of San Jacinto, CA","8 km NNE of San Jacinto, CA",1.29,https://earthquake.usgs.gov/earthquakes/eventpage/ci40836351
1282,"M 1.3 - 14 km WNW of Emery, Utah","14 km WNW of Emery, Utah",1.29,https://earthquake.usgs.gov/earthquakes/eventpage/uu80099196
141,"M 1.3 - 22 km NW of Challis, Idaho","22 km NW of Challis, Idaho",1.29,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070563
671,"M 1.3 - 3 km NW of The Geysers, CA","3 km NW of The Geysers, CA",1.29,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113731
51,"M 1.3 - 5 km NNW of The Geysers, CA","5 km NNW of The Geysers, CA",1.29,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114866
1012,"M 1.3 - 4 km WSW of Anderson Springs, CA","4 km WSW of Anderson Springs, CA",1.29,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113091
1452,"M 1.3 - 2 km NW of The Geysers, CA","2 km NW of The Geysers, CA",1.29,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112516
814,"M 1.3 - 3 km NW of The Geysers, CA","3 km NW of The Geysers, CA",1.28,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113471
751,"M 1.3 - 9 km WNW of Cobb, CA","9 km WNW of Cobb, CA",1.28,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113556
672,"M 1.3 - 13 km E of Trout Creek, Montana","13 km E of Trout Creek, Montana",1.28,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070243
408,"M 1.3 - 6 km NE of Day Valley, CA","6 km NE of Day Valley, CA",1.28,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114206
1399,"M 1.3 Quarry Blast - 3 km SW of Mill Creek, Oklahoma","3 km SW of Mill Creek, Oklahoma",1.28,https://earthquake.usgs.gov/earthquakes/eventpage/ok2025afiw
601,"M 1.3 - 3 km NNW of The Geysers, CA","3 km NNW of The Geysers, CA",1.28,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113876
903,"M 1.3 - 7 km NW of The Geysers, CA","7 km NW of The Geysers, CA",1.27,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113321
904,"M 1.3 - 8 km NNW of Julian, CA","8 km NNW of Julian, CA",1.27,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834279
1750,"M 1.3 - 16 km NNE of Apple Valley, CA","16 km NNE of Apple Valley, CA",1.27,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832423
788,"M 1.3 - 9 km N of Manhattan, Montana","9 km N of Manhattan, Montana",1.27,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070188
685,"M 1.3 - 19 km ESE of Anza, CA","19 km ESE of Anza, CA",1.27,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834815
46,"M 1.3 - 10 km SE of Lima, Montana","10 km SE of Lima, Montana",1.27,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070598
743,"M 1.3 - 26 km NE of Thermal, CA","26 km NE of Thermal, CA",1.26,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834527
138,"M 1.3 - 4 km SE of Ontario, CA","4 km SE of Ontario, CA",1.26,https://earthquake.usgs.gov/earthquakes/eventpage/ci40836319
1296,"M 1.3 - 15 km NE of Milford, Utah","15 km NE of Milford, Utah",1.26,https://earthquake.usgs.gov/earthquakes/eventpage/uu80099186
1310,"M 1.3 - 6 km WNW of Cobb, CA","6 km WNW of Cobb, CA",1.26,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112726
128,"M 1.3 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",1.25,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114736
781,"M 1.3 - 20 km N of Wisdom, Montana","20 km N of Wisdom, Montana",1.25,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070193
155,"M 1.3 - 5 km S of Bombay Beach, CA","5 km S of Bombay Beach, CA",1.25,https://earthquake.usgs.gov/earthquakes/eventpage/ci40836263
30,"M 1.2 - 10 km NW of The Geysers, CA","10 km NW of The Geysers, CA",1.24,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114891
650,"M 1.2 - 38 km ENE of Trona, CA","38 km ENE of Trona, CA",1.24,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835007
501,"M 1.2 - 18 km SW of East Hope, Idaho","18 km SW of East Hope, Idaho",1.24,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070423
257,"M 1.2 - 8 km NNW of The Geysers, CA","8 km NNW of The Geysers, CA",1.24,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114481
1201,"M 1.2 - 29 km NNW of Joshua Tree, CA","29 km NNW of Joshua Tree, CA",1.24,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833783
1381,"M 1.2 Explosion - 3 km S of Yacolt, Washington","3 km S of Yacolt, Washington",1.23,https://earthquake.usgs.gov/earthquakes/eventpage/uw62069626
202,"M 1.2 Quarry Blast - 13 km SE of Tehachapi, CA","13 km SE of Tehachapi, CA",1.23,https://earthquake.usgs.gov/earthquakes/eventpage/ci40836119
1706,"M 1.2 - 7 km WNW of Cobb, CA","7 km WNW of Cobb, CA",1.22,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112161
679,"M 1.2 - 10 km NNW of Redwood Valley, CA","10 km NNW of Redwood Valley, CA",1.21,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113706
723,"M 1.2 - 22 km E of Little Lake, CA","22 km E of Little Lake, CA",1.21,https://earthquake.usgs.gov/earthquakes/eventpage/ci40834647
1275,"M 1.2 - 37 km NNE of Amboy, Washington","37 km NNE of Amboy, Washington",1.21,https://earthquake.usgs.gov/earthquakes/eventpage/uw62061372
1661,"M 1.2 - 11 km NNW of Laytonville, CA","11 km NNW of Laytonville, CA",1.21,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112241
1159,"M 1.2 - 4 km SSE of The Geysers, CA","4 km SSE of The Geysers, CA",1.21,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112916
160,"M 1.2 - 3 km NNW of The Geysers, CA","3 km NNW of The Geysers, CA",1.21,https://earthquake.usgs.gov/earthquakes/eventpage/nc75114651
1597,"M 1.2 - 19 km NE of Yerington, Nevada","19 km NE of Yerington, Nevada",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891299
0,"M 1.2 - 24 km NNE of Yerington, Nevada","24 km NNE of Yerington, Nevada",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891662
304,"M 1.2 - 6 km SE of Gardendale, Texas","6 km SE of Gardendale, Texas",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025anke
278,"M 1.2 - 33 km SSW of Coyanosa, Texas","33 km SSW of Coyanosa, Texas",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025anqc
1129,"M 1.2 - 25 km NE of Yerington, Nevada","25 km NE of Yerington, Nevada",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891442
1208,"M 1.2 - 20 km NNE of Yerington, Nevada","20 km NNE of Yerington, Nevada",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891417
1198,"M 1.2 - 22 km NNE of Yerington, Nevada","22 km NNE of Yerington, Nevada",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891418
827,"M 1.2 - 10 km ESE of Midland, Texas","10 km ESE of Midland, Texas",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025ajmx
299,"M 1.2 - 82 km E of King Salmon, Alaska","82 km E of King Salmon, Alaska",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/ak025dd6fuc
1549,"M 1.2 Ice Quake - 63 km NW of Tatitlek, Alaska","63 km NW of Tatitlek, Alaska",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/ak02553jsjy
204,"M 1.2 - 3 km W of Lucien, Oklahoma","3 km W of Lucien, Oklahoma",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/ok2025aogi
1221,"M 1.2 - 36 km SSW of Los Ybanez, Texas","36 km SSW of Los Ybanez, Texas",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025agot
1075,"M 1.2 - 44 km SSW of Glacier View, Alaska","44 km SSW of Glacier View, Alaska",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/ak0258dgihu
1609,"M 1.2 - 38 km SSE of Goldfield, Nevada","38 km SSE of Goldfield, Nevada",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891288
1603,"M 1.2 - 36 km SSE of Goldfield, Nevada","36 km SSE of Goldfield, Nevada",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891297
1483,"M 1.2 - 37 km S of Cantwell, Alaska","37 km S of Cantwell, Alaska",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/ak02556ngx2
1501,"M 1.2 - 39 km SSE of Goldfield, Nevada","39 km SSE of Goldfield, Nevada",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891322
926,"M 1.2 - 8 km SSE of Salcha, Alaska","8 km SSE of Salcha, Alaska",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/ak0258mc226
1537,"M 1.2 - 35 km NNW of Mentone, Texas","35 km NNW of Mentone, Texas",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025aejm
1540,"M 1.2 - 21 km E of Minto, Alaska","21 km E of Minto, Alaska",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/ak025541l02
130,"M 1.2 - 16 km NE of Yerington, Nevada","16 km NE of Yerington, Nevada",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/nn00891625
1166,"M 1.2 - 62 km WNW of Happy Valley, Alaska","62 km WNW of Happy Valley, Alaska",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/ak0256xpg62
208,"M 1.2 - 83 km NW of Karluk, Alaska","83 km NW of Karluk, Alaska",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/ak025dj8dgh
390,"M 1.2 - 21 km NNW of Stanton, Texas","21 km NNW of Stanton, Texas",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025amsj
978,"M 1.2 - 11 km NW of Avenal, CA","11 km NW of Avenal, CA",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113161
1266,"M 1.2 - 11 km NNE of Cabazon, CA","11 km NNE of Cabazon, CA",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833695
1749,"M 1.2 - 67 km WNW of Tyonek, Alaska","67 km WNW of Tyonek, Alaska",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/ak0253m0hl1
31,"M 1.2 - 24 km NNW of Westbrook, Texas","24 km NNW of Westbrook, Texas",1.2,https://earthquake.usgs.gov/earthquakes/eventpage/tx2025aptx
1506,"M 1.2 - 15 km NE of Milford, Utah","15 km NE of Milford, Utah",1.19,https://earthquake.usgs.gov/earthquakes/eventpage/uu80099141
1663,"M 1.2 - 18 km NNW of Borrego Springs, CA","18 km NNW of Borrego Springs, CA",1.19,https://earthquake.usgs.gov/earthquakes/eventpage/ci40832719
987,"M 1.2 - 8 km N of Manhattan, Montana","8 km N of Manhattan, Montana",1.18,https://earthquake.usgs.gov/earthquakes/eventpage/mb90070118
547,"M 1.2 - 23 km NE of Pine Valley, CA","23 km NE of Pine Valley, CA",1.18,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835255
9,"M 1.2 - 26 km SSW of Ocotillo Wells, CA","26 km SSW of Ocotillo Wells, CA",1.18,https://earthquake.usgs.gov/earthquakes/eventpage/ci40836519
767,"M 1.2 - 3 km WSW of Anderson Springs, CA","3 km WSW of Anderson Springs, CA",1.18,https://earthquake.usgs.gov/earthquakes/eventpage/nc75113536
1446,"M 1.2 - 23 km WSW of Ocotillo Wells, CA","23 km WSW of Ocotillo Wells, CA",1.18,https://earthquake.usgs.gov/earthquakes/eventpage/ci40833199
571,"M 1.2 - 14 km WNW of Calipatria, CA","14 km WNW of Calipatria, CA",1.17,https://earthquake.usgs.gov/earthquakes/eventpage/ci40835199
1436,"M 1.2 - 7 km NNW of The Geysers, CA","7 km NNW of The Geysers, CA",1.17,https://earthquake.usgs.gov/earthquakes/eventpage/nc75112556
